ï»¿ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Tenure_Years,Tenure_Months,Total_Spend,Total_Purchases,Customer_Type,Family_Size,Campaign_Acceptance_Rate
9478,1985,Graduation,Single,66503,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,40,13,0,401.00,15,High-income,2,0.00
113,1951,Graduation,Married,30833,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,74,12,1,28.00,6,Medium-income,4,0.00
1802,1971,Graduation,Married,64795,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,54,12,7,680.00,21,High-income,3,0.00
520,1974,Graduation,Married,34421,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,51,12,7,30.00,4,Medium-income,3,0.00
8275,1965,PhD,Divorced/Widowed,47025,1,1,2014-09-02,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60,10,11,20.00,4,High-income,3,0.00
9750,1961,PhD,Divorced/Widowed,64325,0,1,2013-07-02,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,64,12,1,1307.00,23,High-income,2,0.00
2607,1953,Graduation,Single,40464,0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,72,11,9,630.00,24,High-income,2,0.00
7214,1957,Graduation,Married,62187,0,0,2013-05-07,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,68,12,3,1283.00,18,High-income,2,0.00
5835,1976,PhD,Divorced/Widowed,14849,1,0,2013-02-07,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,49,12,6,65.00,9,Low-income,2,0.00
3896,1984,Graduation,Married,27255,1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,41,12,1,37.00,5,Medium-income,3,0.00
10350,1950,PhD,Married,54432,2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,75,11,11,38.00,5,High-income,5,0.00
7786,1986,PhD,Single,29999,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,39,12,6,160.00,12,Medium-income,2,0.00
2861,1983,Graduation,Single,24072,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,42,12,4,23.00,4,Medium-income,2,0.00
663,1989,PhD,Single,33996,0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,36,11,9,71.00,6,Medium-income,1,0.00
10675,1956,PhD,Married,66334,0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,69,12,5,1161.00,19,High-income,3,0.00
2521,1971,Master,Married,35178,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,11,10,59.00,5,Medium-income,3,20.00
9592,1983,Graduation,Married,22010,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,42,12,1,33.00,7,Medium-income,3,0.00
10151,1960,Graduation,Divorced/Widowed,62204,0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,65,12,8,946.00,22,High-income,3,0.00
7381,1968,Graduation,Divorced/Widowed,75693,0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,57,13,2,1442.00,22,High-income,1,60.00
4099,1972,Graduation,Married,30675,1,0,2012-12-11,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,53,12,8,62.00,5,Medium-income,3,0.00
9560,1965,Graduation,Married,83003,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,60,12,5,1674.00,22,High-income,2,20.00
10172,1988,Graduation,Single,68655,0,0,2012-10-08,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,37,12,10,1538.00,21,High-income,1,0.00
11191,1986,Graduation,Divorced/Widowed,41411,0,0,2013-07-12,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,39,12,1,139.00,8,High-income,1,0.00
9707,1969,PhD,Married,55212,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,12,9,1182.00,20,High-income,3,40.00
6245,1950,PhD,Married,59292,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,12,2,507.00,18,High-income,3,0.00
8234,1973,Basic,Married,27190,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,52,12,0,18.00,4,Medium-income,3,20.00
1411,1952,Graduation,Divorced/Widowed,82623,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,73,11,10,940.00,16,High-income,1,0.00
8553,1965,Graduation,Married,44300,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,60,12,2,42.00,6,High-income,4,0.00
1826,1970,Graduation,Divorced/Widowed,84835,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,55,11,2,1190.00,15,High-income,1,0.00
8842,1971,Graduation,Divorced/Widowed,30372,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,12,8,44.00,8,Medium-income,3,0.00
11030,1976,Master,Married,33181,1,0,2014-03-01,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,49,11,5,16.00,4,Medium-income,3,20.00
2579,1957,Graduation,Married,71113,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,68,11,8,835.00,26,High-income,3,0.00
175,1986,Graduation,Married,71952,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,39,11,10,1443.00,22,High-income,3,40.00
9185,1966,PhD,Single,69759,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,59,11,9,1029.00,18,High-income,1,0.00
11056,1974,Graduation,Married,72099,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,51,12,9,1188.00,18,High-income,2,0.00
9365,1976,PhD,Single,60000,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,49,12,8,1277.00,24,High-income,2,0.00
6201,1978,Graduation,Single,38643,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,47,11,8,49.00,7,Medium-income,3,0.00
2061,1955,Graduation,Married,50737,0,1,2013-11-05,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,70,11,9,99.00,7,High-income,3,20.00
6184,1969,PhD,Married,68462,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,56,12,8,1670.00,15,High-income,2,0.00
6142,1943,Master,Married,65073,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,82,12,0,900.00,14,High-income,2,0.00
4107,1948,PhD,Married,46681,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,77,12,0,425.00,16,High-income,4,0.00
7274,1957,Graduation,Married,78618,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,68,12,10,2153.00,22,High-income,2,20.00
9336,1969,PhD,Divorced/Widowed,62187,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,56,11,5,636.00,21,High-income,2,0.00
2958,1978,Graduation,Married,28442,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,47,11,6,57.00,10,Medium-income,4,0.00
933,1978,PhD,Married,37717,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,12,9,25.00,4,Medium-income,3,0.00
5837,1967,Graduation,Married,51479,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,58,12,7,494.00,22,High-income,4,0.00
10704,1969,Graduation,Single,54803,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,56,13,0,693.00,19,High-income,2,0.00
5125,1960,Graduation,Married,79530,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,65,12,3,1348.00,26,High-income,2,0.00
4432,1976,Graduation,Divorced/Widowed,31615,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,49,12,5,51.00,7,Medium-income,2,0.00
5955,1962,Graduation,Married,72025,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,63,12,9,1932.00,16,High-income,2,0.00
2928,1975,PhD,Single,52614,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,13,7,990.00,16,High-income,2,0.00
5680,1984,"2n Cycle",Married,35684,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,41,11,4,30.00,5,Medium-income,3,0.00
10313,1975,Graduation,Married,48178,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,50,12,9,254.00,16,High-income,4,0.00
2557,1970,Master,Single,29548,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,55,11,11,29.00,5,Medium-income,2,20.00
1245,1966,Graduation,Single,63810,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,59,12,9,1371.00,23,High-income,2,20.00
1519,1972,PhD,Single,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,53,12,2,73.00,9,Medium-income,3,0.00
10703,1975,Master,Single,46098,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,50,13,0,120.00,11,High-income,3,0.00
1726,1970,Graduation,Single,22585,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,55,12,5,81.00,5,Medium-income,1,20.00
4459,1989,Graduation,Single,30279,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,36,12,7,37.00,5,Medium-income,2,0.00
1729,1961,PhD,Married,66426,0,1,2013-02-10,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,64,12,6,1377.00,20,High-income,3,0.00
1517,1969,Graduation,Single,30822,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,56,12,2,51.00,5,Medium-income,2,0.00
2098,1969,PhD,Married,33581,2,0,2013-08-01,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,56,12,0,17.00,4,Medium-income,4,0.00
9543,1985,Graduation,Married,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,11,9,22.00,4,Low-income,3,0.00
6878,1954,Graduation,Divorced/Widowed,27421,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,71,12,8,324.00,14,Medium-income,1,0.00
3310,1973,"2n Cycle",Married,35688,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,52,13,0,211.00,16,Medium-income,5,0.00
2724,1981,Master,Single,36143,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,44,11,4,19.00,4,Medium-income,2,0.00
948,1971,Graduation,Single,10245,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,54,12,3,41.00,8,Low-income,2,0.00
6720,1968,Master,Married,43795,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,57,11,10,492.00,17,High-income,3,20.00
6202,1960,Graduation,Married,63381,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,13,3,1005.00,26,High-income,3,0.00
2066,1949,Graduation,Married,38823,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,76,12,11,114.00,7,Medium-income,3,0.00
9799,1968,PhD,Divorced/Widowed,83664,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,57,12,0,1173.00,19,High-income,3,0.00
8318,1979,Graduation,Married,90300,0,0,2014-03-01,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,46,11,5,1738.00,19,High-income,2,20.00
5642,1979,Master,Married,62499,1,0,2013-09-12,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,46,11,11,222.00,12,High-income,3,0.00
2669,1993,Graduation,Single,74293,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,32,11,4,1127.00,16,High-income,1,0.00
455,1946,PhD,Married,51012,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,12,4,209.00,10,High-income,2,0.00
7683,1968,Master,Married,70777,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,57,11,6,787.00,23,High-income,3,0.00
3428,1991,PhD,Married,68682,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,12,2,1598.00,24,High-income,2,0.00
7414,1971,Graduation,Married,43824,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,54,12,11,186.00,12,High-income,4,0.00
6354,1984,Graduation,Married,15345,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,41,12,11,47.00,6,Low-income,3,0.00
798,1987,Graduation,Single,23442,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,38,12,8,27.00,5,Medium-income,2,0.00
8213,1980,"2n Cycle",Married,14515,1,0,2012-09-11,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,45,12,11,96.00,11,Low-income,3,0.00
2488,1956,"2n Cycle",Divorced/Widowed,31395,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,69,12,5,64.00,10,Medium-income,3,0.00
9999,1965,Graduation,Married,75276,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,60,12,10,1040.00,23,High-income,2,0.00
7617,1974,Graduation,Single,42373,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,51,12,0,163.00,13,High-income,3,0.00
615,1960,Graduation,Married,30507,0,0,2013-11-03,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,65,11,9,343.00,11,Medium-income,2,0.00
2552,1955,PhD,Single,55521,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,70,11,10,446.00,24,High-income,4,20.00
194,1965,Graduation,Married,48006,1,1,2014-09-06,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,60,10,11,41.00,5,High-income,4,0.00
3645,1972,PhD,Single,27213,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,53,12,11,70.00,9,Medium-income,2,0.00
8890,1971,PhD,Divorced/Widowed,65808,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,54,11,2,272.00,14,High-income,3,0.00
5049,1974,PhD,Married,30351,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,51,12,2,46.00,6,Medium-income,3,0.00
9973,1963,Graduation,Married,50437,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,62,12,10,490.00,19,High-income,4,0.00
7301,1982,"2n Cycle",Single,23616,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,43,12,9,79.00,8,Medium-income,2,0.00
10882,1976,Graduation,Married,53858,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,49,12,11,915.00,17,High-income,3,0.00
7030,1955,PhD,Married,66465,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,70,12,4,1485.00,35,High-income,3,20.00
7422,1987,Graduation,Single,46923,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,38,13,0,369.00,16,High-income,2,0.00
3523,1962,Graduation,Married,75072,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,63,12,7,1073.00,19,High-income,3,0.00
7106,1943,PhD,Married,75865,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,82,11,4,1242.00,19,High-income,2,0.00
6504,1975,"2n Cycle",Married,19789,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,50,11,9,78.00,9,Low-income,3,20.00
5067,1994,Graduation,Married,80134,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,31,11,6,1378.00,21,High-income,2,80.00
4216,1981,Graduation,Single,91065,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,44,12,6,1474.00,26,High-income,1,40.00
8581,1971,Master,Married,49505,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,54,12,3,751.00,29,High-income,4,0.00
5929,1973,PhD,Married,37401,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,52,11,2,48.00,7,Medium-income,3,0.00
3129,1983,Graduation,Married,30096,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,42,11,3,45.00,6,Medium-income,3,0.00
6528,1982,Master,Married,18492,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,43,11,3,10.00,4,Low-income,3,0.00
1361,1974,Master,Married,82584,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,51,12,4,1435.00,16,High-income,2,40.00
6932,1941,PhD,Married,93027,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,84,12,4,2119.00,22,High-income,2,20.00
7284,1953,Graduation,Married,48686,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,72,12,4,20.00,4,High-income,5,0.00
1340,1986,Graduation,Married,92910,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,39,11,4,1795.00,27,High-income,2,60.00
8746,1989,Graduation,Married,75433,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,36,11,3,1188.00,19,High-income,3,40.00
5987,1989,"2n Cycle",Married,10404,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,36,11,4,43.00,7,Low-income,3,0.00
3767,1968,Graduation,Married,61314,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,57,12,4,1008.00,24,High-income,3,0.00
3725,1961,PhD,Single,84865,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,64,11,11,1688.00,16,High-income,1,80.00
4324,1989,Graduation,Married,42387,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,36,12,9,684.00,21,High-income,3,0.00
238,1967,"2n Cycle",Married,67309,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,58,12,7,1082.00,39,High-income,4,0.00
6694,1964,Graduation,Married,75236,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,61,11,9,1068.00,25,High-income,3,0.00
498,1970,Graduation,Single,30015,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,55,11,6,57.00,7,Medium-income,2,0.00
9347,1956,Master,Married,50943,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,12,2,46.00,5,High-income,3,0.00
9699,1966,Graduation,Divorced/Widowed,67272,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,59,11,8,733.00,23,High-income,2,0.00
10664,1949,Master,Divorced/Widowed,51529,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,76,12,1,467.00,17,High-income,2,0.00
5455,1971,PhD,Married,32011,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,54,12,0,122.00,10,Medium-income,3,0.00
456,1986,"2n Cycle",Married,7500,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,39,12,1,36.00,7,Low-income,3,0.00
5012,1989,Graduation,Married,28691,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,12,4,34.00,5,Medium-income,3,0.00
7495,1948,PhD,Married,56223,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,77,11,8,156.00,10,High-income,3,0.00
5029,1946,Graduation,Married,18100,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,79,12,2,14.00,4,Low-income,2,0.00
10642,1989,Graduation,Single,30279,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,36,12,7,37.00,5,Medium-income,2,0.00
2106,1974,"2n Cycle",Married,20130,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,11,5,34.00,5,Medium-income,2,0.00
10364,1959,Graduation,Divorced/Widowed,23295,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,66,12,1,20.00,4,Medium-income,1,0.00
5954,1972,Master,Divorced/Widowed,42618,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,53,11,11,192.00,11,High-income,2,0.00
1137,1964,Graduation,Single,81246,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,61,11,7,1379.00,17,High-income,1,40.00
2541,1976,Graduation,Married,24027,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,49,11,11,48.00,7,Medium-income,3,0.00
1142,1953,PhD,Married,55707,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,72,11,8,428.00,16,High-income,3,0.00
2276,1955,Graduation,Single,57959,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,70,12,6,868.00,27,High-income,2,0.00
2807,1969,Graduation,Married,56796,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56,12,6,1001.00,27,High-income,3,0.00
6471,1971,Master,Single,36230,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,54,11,10,59.00,7,Medium-income,2,0.00
6131,1980,"2n Cycle",Married,70829,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,45,12,7,431.00,16,High-income,4,0.00
6233,1976,Graduation,Married,65991,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,49,13,1,971.00,27,High-income,3,0.00
4148,1972,Graduation,Married,38988,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,53,13,0,348.00,19,Medium-income,5,0.00
4947,1966,"2n Cycle",Single,89572,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,59,12,11,2059.00,24,High-income,1,40.00
3225,1984,Master,Married,42207,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,41,12,7,265.00,14,High-income,3,20.00
7540,1952,Graduation,Married,50300,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,73,11,3,270.00,13,High-income,3,0.00
10648,1982,"2n Cycle",Married,66664,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,43,12,11,1289.00,19,High-income,2,0.00
1992,1964,Graduation,Married,60597,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,61,11,7,893.00,16,High-income,3,20.00
7851,1949,Graduation,Divorced/Widowed,70165,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,76,11,11,926.00,22,High-income,1,0.00
8594,1958,PhD,Divorced/Widowed,50520,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,67,11,6,135.00,9,High-income,2,0.00
7059,1963,Graduation,Married,80124,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,11,1,1495.00,19,High-income,2,20.00
2815,1975,Graduation,Married,33183,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,50,11,6,120.00,9,Medium-income,3,0.00
2416,1969,PhD,Single,66582,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,56,11,5,1288.00,20,High-income,1,0.00
7999,1955,PhD,Married,75261,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,70,12,4,1743.00,17,High-income,2,40.00
9213,1970,Graduation,Divorced/Widowed,31880,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,55,12,9,15.00,4,Medium-income,2,0.00
9697,1951,Graduation,Married,53790,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,74,11,2,542.00,20,High-income,4,0.00
3916,1971,PhD,Married,49269,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,54,13,0,890.00,25,High-income,3,0.00
2021,1975,Graduation,Married,61456,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,50,12,4,1388.00,33,High-income,3,0.00
1581,1980,Graduation,Married,37406,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,45,11,10,17.00,4,Medium-income,3,0.00
