"ï»¿Customer ID","Subscription Length (Months)","Customer Satisfaction Score (1-10)","Daily Watch Time (Hours)","Engagement Rate (1-10)","Device Used Most Often","Genre Preference",Region,"Payment History (On-Time/Delayed)","Subscription Plan","Churn Status (Yes/No)","Support Queries Logged",Age,"Monthly Income ($)","Promotional Offers Used","Number of Profiles Created",Churn_Flag,AvgWatchPerProfile,Income_bracket,Age_group
C00427,24,7,1.34,3,Tablet,Drama,"North America",On-Time,Premium,Yes,6,38,7075,0,5,1,0.27,High,Adult
C00428,6,10,2.55,10,Mobile,Drama,Europe,Delayed,Premium,Yes,4,59,5050,5,2,1,1.28,Medium,Senior
C00429,1,3,4.63,9,Laptop,Sci-Fi,"South America",On-Time,Basic,No,4,65,2764,2,4,0,1.16,Low,Senior
C00430,6,1,2.63,3,Laptop,Drama,Europe,Delayed,Standard,Yes,8,23,7044,2,1,1,2.63,High,Young
C00431,1,2,2.76,6,"Smart TV",Drama,"South America",Delayed,Basic,No,10,45,9261,5,3,0,0.92,High,Adult
C00432,1,2,3.6,6,Laptop,Romance,Africa,Delayed,Premium,Yes,1,53,8904,3,2,1,1.80,High,Adult
C00433,6,7,2.39,9,Mobile,Comedy,Europe,On-Time,Premium,No,7,51,5792,4,2,0,1.20,Medium,Adult
C00434,3,1,4.59,7,Desktop,Documentary,Europe,Delayed,Basic,No,2,52,5570,2,3,0,1.53,Medium,Adult
C00435,24,3,1.08,9,Laptop,Drama,Europe,On-Time,Basic,No,6,34,4086,3,2,0,0.54,Medium,Young
C00436,24,4,1.68,6,Mobile,Documentary,Asia,On-Time,Standard,Yes,0,47,5125,4,5,1,0.34,Medium,Adult
C00437,1,8,4.3,8,Mobile,Thriller,Africa,On-Time,Basic,No,2,45,8759,4,1,0,4.30,High,Adult
C00438,12,9,3.34,9,Laptop,Thriller,Africa,Delayed,Premium,No,7,53,9447,5,1,0,3.34,High,Adult
C00439,1,9,3.89,2,Tablet,Action,Africa,On-Time,Premium,No,1,53,3343,5,5,0,0.78,Medium,Adult
C00440,12,4,4.5,3,Mobile,Sci-Fi,Asia,Delayed,Premium,No,1,64,557,2,5,0,0.90,Low,Senior
C00441,1,7,3.53,4,Tablet,Sci-Fi,"North America",Delayed,Standard,No,5,36,5192,3,5,0,0.71,Medium,Adult
C00442,1,6,3.86,2,Tablet,Action,Africa,Delayed,Premium,Yes,0,53,2158,3,3,1,1.29,Low,Adult
C00443,1,1,2.78,1,"Smart TV",Drama,Asia,On-Time,Standard,Yes,2,37,5510,4,1,1,2.78,Medium,Adult
C00444,24,8,2.86,4,Tablet,Thriller,Asia,On-Time,Premium,No,0,37,7796,3,3,0,0.95,High,Adult
C00445,6,9,1.11,1,Desktop,Sci-Fi,Asia,On-Time,Standard,Yes,1,42,1925,5,3,1,0.37,Low,Adult
C00446,24,6,4.52,6,Desktop,Action,Africa,Delayed,Standard,Yes,4,51,543,0,1,1,4.52,Low,Adult
C00447,1,5,4.12,1,"Smart TV",Sci-Fi,Europe,Delayed,Premium,Yes,1,25,5730,2,3,1,1.37,Medium,Young
C00448,1,6,4.63,5,Laptop,Drama,Asia,Delayed,Standard,Yes,8,48,3088,4,5,1,0.93,Medium,Adult
C00449,3,1,0.9,3,Laptop,Action,Asia,On-Time,Premium,Yes,3,54,6021,5,3,1,0.30,Medium,Adult
C00450,6,6,4.72,1,Laptop,Drama,Africa,Delayed,Standard,No,4,57,6458,0,1,0,4.72,Medium,Senior
C00451,3,10,4.51,10,Laptop,Sci-Fi,Europe,Delayed,Premium,No,4,44,5872,2,3,0,1.50,Medium,Adult
C00452,6,8,1.62,4,"Smart TV",Sci-Fi,"North America",On-Time,Standard,No,9,65,8952,3,1,0,1.62,High,Senior
C00453,12,6,4.27,5,Tablet,Thriller,Europe,On-Time,Standard,Yes,7,25,1607,0,4,1,1.07,Low,Young
C00454,6,1,0.64,5,Tablet,Thriller,"South America",Delayed,Standard,No,2,31,5059,1,1,0,0.64,Medium,Young
C00455,6,8,3.9,8,Tablet,Thriller,Africa,On-Time,Premium,Yes,6,62,598,0,1,1,3.90,Low,Senior
C00456,24,5,2.65,6,Tablet,Romance,"North America",Delayed,Basic,No,1,35,8771,4,2,0,1.33,High,Young
C00457,1,3,4.44,7,"Smart TV",Romance,"North America",On-Time,Basic,No,6,64,7500,4,2,0,2.22,High,Senior
C00458,6,10,1.18,8,"Smart TV",Romance,"North America",Delayed,Premium,Yes,9,44,3804,1,5,1,0.24,Medium,Adult
C00459,6,4,0.51,5,Desktop,Documentary,Europe,Delayed,Premium,No,4,54,3312,0,3,0,0.17,Medium,Adult
C00460,3,5,2.93,1,Tablet,Comedy,"North America",Delayed,Standard,No,7,21,3332,0,1,0,2.93,Medium,Young
C00461,24,4,0.99,7,Tablet,Action,"South America",On-Time,Premium,Yes,2,53,3746,2,2,1,0.50,Medium,Adult
C00462,12,8,0.81,6,"Smart TV",Thriller,Asia,Delayed,Standard,No,4,41,2696,2,5,0,0.16,Low,Adult
C00463,12,10,3.77,4,"Smart TV",Drama,"South America",On-Time,Standard,No,2,65,2009,0,5,0,0.75,Low,Senior
C00464,3,5,2.5,7,Mobile,Documentary,Asia,On-Time,Basic,Yes,3,27,2032,1,4,1,0.63,Low,Young
C00465,24,10,3.79,6,Laptop,Comedy,Asia,Delayed,Premium,Yes,0,24,3085,0,3,1,1.26,Medium,Young
C00466,6,2,1.69,6,Mobile,Thriller,Europe,On-Time,Standard,Yes,6,43,4953,3,5,1,0.34,Medium,Adult
C00467,24,1,3.85,2,Mobile,Romance,Asia,On-Time,Basic,No,7,69,3509,2,1,0,3.85,Medium,Senior
C00468,24,7,1.43,2,Tablet,Sci-Fi,Europe,Delayed,Basic,Yes,7,60,1300,0,3,1,0.48,Low,Senior
C00469,1,9,4.54,8,Desktop,Drama,"South America",Delayed,Premium,No,3,27,6791,0,3,0,1.51,Medium,Young
C00470,24,8,3.4,5,Laptop,Thriller,"North America",On-Time,Basic,No,0,59,3885,1,4,0,0.85,Medium,Senior
C00471,3,6,3.93,5,Desktop,Thriller,"South America",Delayed,Standard,No,10,24,3282,3,2,0,1.97,Medium,Young
C00472,12,2,4.47,5,Laptop,Sci-Fi,"North America",On-Time,Basic,Yes,6,30,8753,4,1,1,4.47,High,Young
C00473,3,7,3.11,9,Laptop,Sci-Fi,Europe,On-Time,Standard,Yes,2,46,790,4,2,1,1.56,Low,Adult
C00474,3,10,1.52,6,"Smart TV",Documentary,Africa,Delayed,Premium,No,10,33,4948,2,5,0,0.30,Medium,Young
C00475,6,1,2.7,9,"Smart TV",Comedy,Asia,On-Time,Premium,Yes,2,39,3326,3,5,1,0.54,Medium,Adult
C00476,3,2,1.78,10,"Smart TV",Romance,"South America",Delayed,Premium,No,0,22,4419,2,2,0,0.89,Medium,Young
C00477,24,6,3.56,9,Mobile,Thriller,Africa,Delayed,Standard,No,4,32,5062,0,4,0,0.89,Medium,Young
C00478,12,5,3.8,7,Tablet,Documentary,Europe,Delayed,Standard,Yes,0,24,6522,4,4,1,0.95,Medium,Young
C00479,3,5,1.99,3,Mobile,Thriller,"South America",On-Time,Basic,No,0,20,736,5,3,0,0.66,Low,Young
C00480,12,5,3.08,5,"Smart TV",Romance,Europe,Delayed,Basic,No,1,66,4879,5,1,0,3.08,Medium,Senior
C00481,3,2,2.81,6,"Smart TV",Thriller,Asia,Delayed,Premium,Yes,7,39,9163,1,5,1,0.56,High,Adult
C00482,3,1,4.4,4,Tablet,Romance,"North America",On-Time,Basic,Yes,8,50,8953,3,5,1,0.88,High,Adult
C00483,12,8,3.91,3,Mobile,Romance,"South America",On-Time,Basic,Yes,8,56,6599,4,2,1,1.96,Medium,Senior
C00484,6,4,3.75,7,Laptop,Documentary,Africa,Delayed,Basic,Yes,4,57,1262,4,4,1,0.94,Low,Senior
C00485,3,9,2.94,1,"Smart TV",Comedy,Africa,Delayed,Standard,Yes,5,25,8553,3,4,1,0.74,High,Young
C00486,6,10,3.81,10,"Smart TV",Action,Asia,On-Time,Basic,No,6,56,5970,1,1,0,3.81,Medium,Senior
C00487,6,3,2.54,3,Laptop,Drama,Europe,Delayed,Premium,Yes,2,25,1960,2,3,1,0.85,Low,Young
C00488,24,9,1.47,2,Tablet,Comedy,Africa,Delayed,Standard,Yes,10,48,9357,5,3,1,0.49,High,Adult
C00489,1,9,3.66,4,Mobile,Drama,Asia,Delayed,Premium,Yes,3,52,3942,0,4,1,0.92,Medium,Adult
C00490,1,2,1.75,9,Laptop,Documentary,Asia,On-Time,Standard,Yes,2,41,5739,2,4,1,0.44,Medium,Adult
C00491,1,8,1.42,5,Laptop,Documentary,Asia,Delayed,Standard,Yes,9,32,3562,4,1,1,1.42,Medium,Young
C00492,12,2,4.6,10,"Smart TV",Sci-Fi,Asia,Delayed,Standard,Yes,2,51,6618,0,1,1,4.60,Medium,Adult
C00493,12,10,1.64,8,Desktop,Sci-Fi,Africa,Delayed,Premium,No,2,23,1474,3,5,0,0.33,Low,Young
C00494,6,1,4.44,8,Laptop,Romance,Asia,Delayed,Basic,No,0,58,2992,0,2,0,2.22,Low,Senior
C00495,12,5,1.44,8,Laptop,Sci-Fi,"South America",On-Time,Standard,No,3,55,8756,2,1,0,1.44,High,Adult
C00496,6,3,2.98,4,"Smart TV",Documentary,Asia,On-Time,Premium,No,10,67,1839,0,1,0,2.98,Low,Senior
C00497,6,2,2.49,10,"Smart TV",Documentary,"North America",On-Time,Standard,No,6,37,3914,0,3,0,0.83,Medium,Adult
C00498,1,9,3.87,9,Mobile,Drama,Africa,Delayed,Premium,No,2,34,8059,1,3,0,1.29,High,Young
C00499,3,1,1.99,6,Laptop,Sci-Fi,Africa,Delayed,Standard,Yes,2,68,8029,0,3,1,0.66,High,Senior
C00500,1,7,3.18,6,Tablet,Sci-Fi,Africa,On-Time,Standard,Yes,9,70,2760,1,2,1,1.59,Low,Senior
C00501,3,7,3.38,3,Laptop,Romance,"North America",Delayed,Premium,Yes,7,64,4824,3,5,1,0.68,Medium,Senior
C00502,24,9,0.96,5,Mobile,Documentary,"South America",On-Time,Standard,Yes,2,18,1465,4,1,1,0.96,Low,Teen
C00503,6,8,2.77,5,Laptop,Drama,Europe,Delayed,Basic,Yes,0,58,7248,4,1,1,2.77,High,Senior
C00504,12,5,4.85,8,Mobile,Comedy,Asia,On-Time,Standard,No,3,36,1810,0,4,0,1.21,Low,Adult
C00505,12,3,0.99,10,"Smart TV",Comedy,"North America",Delayed,Standard,No,0,42,4671,2,4,0,0.25,Medium,Adult
C00506,12,7,4.93,8,Tablet,Comedy,"South America",Delayed,Standard,No,2,21,706,2,1,0,4.93,Low,Young
C00507,6,7,3.77,8,Desktop,Thriller,Asia,On-Time,Premium,Yes,6,30,1137,4,2,1,1.89,Low,Young
C00508,1,2,0.98,6,"Smart TV",Drama,Europe,Delayed,Basic,No,3,65,8097,1,2,0,0.49,High,Senior
C00509,1,5,3.71,6,Laptop,Sci-Fi,Asia,Delayed,Standard,No,8,47,1384,0,5,0,0.74,Low,Adult
C00510,1,2,4.85,9,"Smart TV",Romance,Africa,Delayed,Standard,Yes,0,61,1879,4,1,1,4.85,Low,Senior
C00511,6,9,2.31,9,Mobile,Documentary,"South America",Delayed,Standard,Yes,8,44,7106,2,1,1,2.31,High,Adult
C00512,3,4,1.08,9,Mobile,Thriller,Africa,Delayed,Premium,No,9,32,8511,4,2,0,0.54,High,Young
C00513,1,8,2.38,10,Desktop,Comedy,Europe,Delayed,Premium,No,4,44,1043,1,1,0,2.38,Low,Adult
C00514,6,8,3.69,10,"Smart TV",Drama,Africa,Delayed,Standard,Yes,6,51,1010,2,4,1,0.92,Low,Adult
C00515,3,6,4.79,9,Laptop,Documentary,Asia,On-Time,Standard,No,8,44,8963,3,1,0,4.79,High,Adult
C00516,24,7,4.66,1,"Smart TV",Action,Asia,Delayed,Basic,Yes,0,70,5717,3,3,1,1.55,Medium,Senior
C00517,24,8,3.96,4,Mobile,Documentary,Asia,Delayed,Premium,Yes,6,37,4957,1,1,1,3.96,Medium,Adult
C00518,12,5,1.22,8,Tablet,Thriller,Africa,Delayed,Standard,Yes,6,58,9059,3,5,1,0.24,High,Senior
C00519,24,3,0.65,10,Mobile,Comedy,Africa,Delayed,Premium,No,10,32,6309,3,2,0,0.33,Medium,Young
C00520,3,4,3.75,7,Desktop,Sci-Fi,Asia,On-Time,Standard,No,7,20,3878,3,3,0,1.25,Medium,Young
C00521,3,9,4.59,4,Tablet,Comedy,"North America",Delayed,Premium,No,9,20,3766,0,4,0,1.15,Medium,Young
C00522,12,7,0.59,3,"Smart TV",Romance,"South America",Delayed,Basic,Yes,9,49,9646,2,5,1,0.12,High,Adult
C00523,1,10,1.95,1,Desktop,Action,Europe,On-Time,Basic,No,10,29,7754,1,4,0,0.49,High,Young
C00524,12,5,2.71,9,Mobile,Documentary,Africa,Delayed,Premium,No,9,26,7194,1,1,0,2.71,High,Young
C00525,6,6,3.78,6,Tablet,Thriller,"South America",Delayed,Standard,No,9,39,8193,2,4,0,0.95,High,Adult
C00526,6,5,2.69,7,Desktop,Sci-Fi,"North America",On-Time,Premium,Yes,1,51,9183,0,1,1,2.69,High,Adult
C00527,3,1,2.1,10,Desktop,Comedy,"North America",Delayed,Basic,No,7,51,8075,5,3,0,0.70,High,Adult
C00528,6,2,2.48,9,"Smart TV",Sci-Fi,Asia,On-Time,Premium,Yes,2,19,6963,4,2,1,1.24,Medium,Teen
C00529,1,6,4.32,6,Mobile,Action,Africa,On-Time,Basic,No,10,66,4053,3,5,0,0.86,Medium,Senior
C00530,3,7,4.71,6,Mobile,Action,"North America",Delayed,Standard,Yes,4,28,9531,1,5,1,0.94,High,Young
C00531,24,3,1.34,7,Desktop,Thriller,Europe,Delayed,Basic,Yes,1,35,660,0,1,1,1.34,Low,Young
C00532,12,7,4.02,2,Desktop,Thriller,Africa,Delayed,Premium,No,8,53,4902,1,3,0,1.34,Medium,Adult
C00533,1,2,0.55,8,Mobile,Romance,Asia,Delayed,Premium,No,2,47,5785,2,3,0,0.18,Medium,Adult
C00534,6,9,2.25,4,Tablet,Drama,"North America",Delayed,Premium,Yes,0,68,6448,2,1,1,2.25,Medium,Senior
C00535,12,2,2.31,5,Mobile,Comedy,Asia,On-Time,Premium,No,2,40,1700,0,1,0,2.31,Low,Adult
C00536,6,2,4.73,2,Tablet,Romance,Africa,On-Time,Premium,No,2,34,3395,1,5,0,0.95,Medium,Young
C00537,6,4,1.12,5,Laptop,Drama,Europe,On-Time,Premium,Yes,7,19,9356,2,2,1,0.56,High,Teen
C00538,12,2,0.5,3,Mobile,Sci-Fi,"South America",Delayed,Standard,Yes,7,18,8523,2,5,1,0.10,High,Teen
C00539,24,8,0.87,7,Desktop,Documentary,"South America",Delayed,Standard,Yes,6,46,9446,2,4,1,0.22,High,Adult
C00540,24,10,4.03,8,Mobile,Drama,Europe,Delayed,Premium,Yes,7,44,4761,5,4,1,1.01,Medium,Adult
C00541,3,7,2.42,1,Laptop,Comedy,Africa,On-Time,Standard,No,6,45,6987,4,3,0,0.81,Medium,Adult
C00542,24,3,0.72,9,"Smart TV",Comedy,Africa,Delayed,Basic,No,5,47,1911,5,1,0,0.72,Low,Adult
C00543,1,3,2.33,4,Mobile,Sci-Fi,"North America",Delayed,Premium,Yes,4,55,5357,3,1,1,2.33,Medium,Adult
C00544,3,10,1.42,8,Desktop,Documentary,Europe,Delayed,Basic,Yes,0,18,2087,0,3,1,0.47,Low,Teen
C00545,6,4,2.77,7,Tablet,Drama,Asia,Delayed,Basic,No,7,64,2088,5,5,0,0.55,Low,Senior
C00546,1,6,3.67,5,Tablet,Romance,Africa,On-Time,Premium,No,7,47,9162,0,2,0,1.84,High,Adult
C00547,24,1,2.46,9,"Smart TV",Romance,Asia,On-Time,Premium,No,1,54,4212,1,3,0,0.82,Medium,Adult
C00548,3,4,4.6,3,Desktop,Thriller,"South America",Delayed,Premium,Yes,3,30,1767,3,2,1,2.30,Low,Young
C00549,3,3,0.88,2,Desktop,Sci-Fi,Europe,On-Time,Standard,Yes,6,66,3355,4,1,1,0.88,Medium,Senior
C00550,3,4,0.89,8,Laptop,Action,"South America",Delayed,Basic,Yes,0,21,3376,2,1,1,0.89,Medium,Young
C00551,3,10,1.57,9,"Smart TV",Drama,"South America",On-Time,Standard,No,1,54,7893,0,2,0,0.79,High,Adult
C00552,1,7,0.92,7,"Smart TV",Romance,Asia,Delayed,Standard,Yes,4,33,7995,0,1,1,0.92,High,Young
C00553,24,10,0.96,6,Tablet,Romance,"South America",Delayed,Basic,Yes,5,26,2921,4,4,1,0.24,Low,Young
C00554,12,10,1.86,10,"Smart TV",Action,Europe,Delayed,Premium,Yes,4,32,2456,4,1,1,1.86,Low,Young
C00555,12,2,3.21,1,Laptop,Thriller,"North America",Delayed,Basic,Yes,3,28,1231,3,5,1,0.64,Low,Young
C00556,3,4,2.8,5,Desktop,Romance,Africa,Delayed,Basic,No,7,44,3950,1,2,0,1.40,Medium,Adult
C00557,6,9,1.05,5,"Smart TV",Documentary,Africa,On-Time,Basic,Yes,9,34,8297,1,5,1,0.21,High,Young
C00558,24,4,3.91,6,Mobile,Documentary,"North America",Delayed,Basic,Yes,5,20,4026,3,2,1,1.96,Medium,Young
C00559,1,7,3.32,7,"Smart TV",Drama,Africa,Delayed,Premium,Yes,9,25,909,0,3,1,1.11,Low,Young
C00560,3,8,3.08,9,Mobile,Drama,"South America",On-Time,Basic,No,3,60,9799,1,1,0,3.08,High,Senior
C00561,3,5,1.56,9,Desktop,Action,"North America",On-Time,Standard,Yes,4,67,8462,5,1,1,1.56,High,Senior
C00562,12,1,4.69,7,Desktop,Sci-Fi,Europe,Delayed,Premium,Yes,1,45,6955,2,1,1,4.69,Medium,Adult
C00563,24,4,3.13,10,Desktop,Action,"South America",Delayed,Premium,No,6,64,7085,3,5,0,0.63,High,Senior
C00564,1,1,1.44,10,Desktop,Documentary,"South America",On-Time,Standard,Yes,10,20,5587,0,4,1,0.36,Medium,Young
C00565,1,3,0.8,1,Tablet,Romance,Asia,On-Time,Basic,Yes,5,31,7530,2,3,1,0.27,High,Young
C00566,12,7,4.34,3,Laptop,Comedy,"North America",Delayed,Standard,Yes,1,49,6099,5,3,1,1.45,Medium,Adult
C00567,24,6,2.3,3,Laptop,Thriller,Asia,Delayed,Basic,Yes,7,50,5771,2,4,1,0.58,Medium,Adult
C00568,24,9,3.95,6,Laptop,Drama,"South America",On-Time,Premium,No,8,19,7926,1,4,0,0.99,High,Teen
C00569,24,7,3.22,2,Tablet,Romance,"South America",On-Time,Standard,Yes,4,34,1405,4,4,1,0.81,Low,Young
C00570,24,8,1.81,5,"Smart TV",Sci-Fi,Africa,On-Time,Standard,Yes,10,28,8426,4,2,1,0.91,High,Young
C00571,1,9,3.98,9,Tablet,Drama,Asia,Delayed,Standard,No,8,62,2551,5,1,0,3.98,Low,Senior
C00572,12,6,3.6,1,Mobile,Drama,"South America",On-Time,Premium,No,0,67,1824,2,2,0,1.80,Low,Senior
C00573,12,5,3.15,3,Laptop,Thriller,"South America",Delayed,Basic,No,6,54,3572,0,4,0,0.79,Medium,Adult
C00574,1,10,4.12,3,Laptop,Thriller,"South America",Delayed,Basic,Yes,5,65,9048,4,1,1,4.12,High,Senior
C00575,3,10,1.04,2,Laptop,Sci-Fi,Europe,Delayed,Premium,Yes,2,33,9942,2,5,1,0.21,High,Young
C00576,1,7,4.68,3,Desktop,Drama,Asia,On-Time,Basic,Yes,9,44,9874,1,1,1,4.68,High,Adult
C00577,12,5,4.72,6,Mobile,Romance,Africa,On-Time,Standard,No,10,59,1614,5,3,0,1.57,Low,Senior
C00578,6,2,2.34,9,Mobile,Comedy,Europe,On-Time,Basic,Yes,0,66,5894,4,1,1,2.34,Medium,Senior
C00579,3,5,4.12,2,Mobile,Drama,Africa,Delayed,Premium,Yes,1,45,5574,3,4,1,1.03,Medium,Adult
C00580,6,8,3.39,8,Tablet,Documentary,Europe,On-Time,Basic,Yes,3,33,4415,5,5,1,0.68,Medium,Young
C00581,1,7,1.89,6,"Smart TV",Thriller,"South America",On-Time,Standard,No,7,44,1208,1,1,0,1.89,Low,Adult
C00582,1,4,3.8,2,Desktop,Romance,Africa,On-Time,Standard,Yes,3,52,1700,2,4,1,0.95,Low,Adult
C00583,3,3,2.56,8,Desktop,Romance,Asia,Delayed,Standard,Yes,7,68,2452,0,5,1,0.51,Low,Senior
C00584,6,3,1.81,2,"Smart TV",Comedy,Asia,Delayed,Premium,Yes,0,47,2190,4,2,1,0.91,Low,Adult
C00585,3,9,4,2,Tablet,Sci-Fi,Asia,On-Time,Standard,No,4,53,1972,2,5,0,0.80,Low,Adult
C00586,24,2,4.73,10,Tablet,Thriller,Africa,Delayed,Standard,Yes,0,23,510,4,1,1,4.73,Low,Young
C00587,3,2,3.92,4,Desktop,Sci-Fi,Africa,On-Time,Basic,Yes,4,64,9950,5,4,1,0.98,High,Senior
C00588,1,10,3.87,10,Laptop,Action,"South America",Delayed,Basic,Yes,1,64,9231,4,4,1,0.97,High,Senior
C00589,12,9,2.86,2,Laptop,Thriller,Asia,On-Time,Standard,Yes,8,45,9989,1,5,1,0.57,High,Adult
C00590,1,9,2.95,6,Mobile,Documentary,Asia,Delayed,Basic,Yes,0,27,8680,4,4,1,0.74,High,Young
C00591,6,2,1.6,4,Laptop,Comedy,"North America",Delayed,Premium,Yes,9,44,8893,3,1,1,1.60,High,Adult
C00592,12,2,3.92,10,Desktop,Drama,Africa,On-Time,Basic,Yes,3,60,3993,5,3,1,1.31,Medium,Senior
C00593,12,4,2.89,1,Mobile,Documentary,Europe,On-Time,Standard,No,3,50,8599,5,4,0,0.72,High,Adult
C00594,12,9,4.71,9,Laptop,Drama,"North America",Delayed,Premium,Yes,8,34,906,0,4,1,1.18,Low,Young
C00595,1,7,2.17,10,Desktop,Drama,Africa,On-Time,Basic,Yes,9,61,7525,5,4,1,0.54,High,Senior
C00596,24,5,3.36,2,Mobile,Romance,"North America",On-Time,Basic,Yes,7,26,5516,4,2,1,1.68,Medium,Young
C00597,3,7,4.39,9,Tablet,Sci-Fi,Asia,On-Time,Basic,No,6,55,9651,0,3,0,1.46,High,Adult
C00598,1,4,4.08,2,Laptop,Action,Africa,Delayed,Standard,No,5,18,4197,5,4,0,1.02,Medium,Teen
C00599,1,7,0.97,9,"Smart TV",Sci-Fi,Asia,On-Time,Premium,Yes,8,29,8992,0,1,1,0.97,High,Young
C00600,12,10,4.59,2,Laptop,Documentary,Europe,Delayed,Standard,No,1,25,6944,0,5,0,0.92,Medium,Young
C00601,1,3,2.7,3,Desktop,Thriller,"North America",On-Time,Premium,Yes,3,47,7139,5,3,1,0.90,High,Adult
C00602,12,7,1.35,1,Laptop,Comedy,Africa,Delayed,Standard,Yes,7,69,6224,3,1,1,1.35,Medium,Senior
C00603,12,3,2.67,1,Desktop,Comedy,"South America",On-Time,Standard,No,3,21,6574,4,4,0,0.67,Medium,Young
C00604,12,9,1.61,7,Laptop,Action,"South America",On-Time,Basic,No,8,62,4425,4,4,0,0.40,Medium,Senior
C00605,3,6,4.38,10,Laptop,Thriller,Asia,Delayed,Premium,Yes,6,42,1669,2,3,1,1.46,Low,Adult
C00606,24,5,4.72,9,Laptop,Comedy,"South America",Delayed,Standard,No,8,29,8797,3,1,0,4.72,High,Young
C00607,6,6,2.7,5,Desktop,Comedy,Asia,Delayed,Standard,Yes,7,28,6859,4,2,1,1.35,Medium,Young
C00608,6,2,2.73,1,Laptop,Thriller,"South America",Delayed,Standard,No,3,18,3173,5,4,0,0.68,Medium,Teen
C00609,6,1,1.38,10,Mobile,Comedy,"South America",On-Time,Standard,No,8,29,6021,0,1,0,1.38,Medium,Young
C00610,3,1,3.97,10,"Smart TV",Drama,Asia,Delayed,Premium,No,4,30,3071,5,3,0,1.32,Medium,Young
C00611,12,10,3.11,9,Laptop,Romance,Africa,Delayed,Basic,Yes,2,48,2030,4,1,1,3.11,Low,Adult
C00612,24,3,4.51,5,Desktop,Thriller,Africa,On-Time,Premium,No,8,46,9028,3,2,0,2.26,High,Adult
C00613,3,7,3.95,1,Desktop,Drama,Asia,On-Time,Premium,No,9,57,4712,5,5,0,0.79,Medium,Senior
C00614,24,3,0.66,3,Mobile,Sci-Fi,Europe,On-Time,Standard,No,5,36,8350,0,4,0,0.17,High,Adult
C00615,24,1,1.59,9,Desktop,Comedy,"North America",Delayed,Premium,No,1,58,9727,3,3,0,0.53,High,Senior
C00616,3,1,2.43,6,Laptop,Drama,"North America",On-Time,Standard,No,8,63,6442,4,1,0,2.43,Medium,Senior
C00617,1,6,4.5,7,Mobile,Action,Europe,On-Time,Standard,No,4,59,8981,2,2,0,2.25,High,Senior
C00618,1,5,0.66,10,Laptop,Romance,"North America",On-Time,Premium,No,0,40,3833,1,4,0,0.17,Medium,Adult
C00619,1,10,4.73,7,Mobile,Thriller,Asia,Delayed,Standard,Yes,1,57,4077,2,3,1,1.58,Medium,Senior
C00620,24,7,4.76,6,Laptop,Drama,Africa,On-Time,Basic,Yes,0,47,942,1,5,1,0.95,Low,Adult
C00621,12,4,4.86,5,Mobile,Drama,Europe,Delayed,Basic,Yes,2,30,3091,1,3,1,1.62,Medium,Young
C00622,12,10,4.59,4,Laptop,Sci-Fi,Asia,Delayed,Standard,Yes,1,49,7392,4,4,1,1.15,High,Adult
C00623,12,8,1.05,5,Laptop,Romance,Asia,On-Time,Standard,Yes,6,45,9704,0,5,1,0.21,High,Adult
C00624,1,6,3.22,9,Tablet,Romance,Europe,Delayed,Standard,No,4,18,9529,2,3,0,1.07,High,Teen
C00625,6,4,2.73,9,Tablet,Sci-Fi,Africa,Delayed,Premium,No,4,32,3407,0,1,0,2.73,Medium,Young
C00626,6,6,3.86,8,Laptop,Documentary,Asia,Delayed,Basic,Yes,2,31,3496,5,4,1,0.97,Medium,Young
C00627,12,3,2.57,7,"Smart TV",Sci-Fi,Asia,Delayed,Premium,Yes,1,64,1015,2,5,1,0.51,Low,Senior
C00628,6,5,0.87,4,Desktop,Drama,"South America",On-Time,Basic,Yes,8,43,1010,5,4,1,0.22,Low,Adult
C00629,24,9,2.73,6,Tablet,Action,Europe,On-Time,Standard,No,9,27,6869,2,4,0,0.68,Medium,Young
C00630,12,9,0.92,3,Mobile,Drama,"North America",On-Time,Premium,Yes,10,46,1241,3,2,1,0.46,Low,Adult
C00631,24,1,2.4,3,Tablet,Action,"North America",Delayed,Standard,Yes,5,66,3925,1,3,1,0.80,Medium,Senior
C00632,1,3,1.64,7,Desktop,Drama,"North America",Delayed,Standard,No,7,57,1709,1,4,0,0.41,Low,Senior
C00633,1,2,2.82,9,Mobile,Comedy,Asia,On-Time,Standard,No,3,43,9580,1,5,0,0.56,High,Adult
C00634,6,7,3.86,10,Mobile,Comedy,Europe,Delayed,Standard,No,3,19,9499,3,5,0,0.77,High,Teen
C00635,3,5,3.14,10,Laptop,Thriller,Africa,Delayed,Basic,Yes,4,57,8838,2,2,1,1.57,High,Senior
C00636,3,4,2.11,1,Tablet,Documentary,"South America",On-Time,Basic,Yes,9,62,3942,1,4,1,0.53,Medium,Senior
C00637,6,6,2.46,2,Desktop,Documentary,"North America",Delayed,Basic,No,7,30,1851,1,1,0,2.46,Low,Young
C00638,6,8,4.92,10,Tablet,Sci-Fi,Africa,Delayed,Basic,No,0,48,4753,3,5,0,0.98,Medium,Adult
C00639,24,1,3.47,8,Mobile,Comedy,Europe,Delayed,Premium,Yes,6,39,6514,2,5,1,0.69,Medium,Adult
C00640,1,3,2.5,2,Laptop,Romance,Asia,On-Time,Basic,Yes,4,41,8649,1,5,1,0.50,High,Adult
C00641,24,1,3.07,5,Laptop,Thriller,"South America",Delayed,Basic,Yes,0,68,4541,5,3,1,1.02,Medium,Senior
